,entity,to_search,snippet,address,coordinates,name_location,class,type
141,corso Lombardia,corso Lombardia Torino,"[""*Cimitero di Lucento: nel quartiere omonimo, si trovava nell'isolato tra via Pianezza e via Valdellatorre, appena ad ovest di corso Lombardia. Al suo posto ci sono dei campi sportivi.""]","Corso Lombardia, Lucento, Circoscrizione 5, Torino, Piemonte, 10148, Italia","{""coordinates"": [7.662321, 45.104573], ""type"": ""Point""}","Corso Lombardia, Lucento, Circoscrizione 5, Torino, Piemonte, 10148, Italia",highway,residential
143,Piscina Trecate,Piscina Trecate Torino,"[""Cimitero di Pozzo Strada: sul cui sito adesso c'è la Piscina Trecate, era in uso fino agli anni'50. Durante la Seconda Guerra Mondiale è stato bombardato.""]","Piscina Trecate, Via Trecate, Pozzo Strada, Circoscrizione 3, Torino, Piemonte, 10146, Italia","{""coordinates"": [7.626224, 45.070187], ""type"": ""Point""}","Piscina Trecate, Via Trecate, Pozzo Strada, Circoscrizione 3, Torino, Piemonte, 10146, Italia",leisure,sports_centre
145,San Lazzaro,San Lazzaro Torino,"[""Cimitero della Rocca o di San Lazzaro: Costruito poco dopo quello di San Pietro in Vincoli per gli stessi motivi, fu chiuso anch'esso nel 1829, per lasciar posto a un nuovo borgo.""]","San Francesco d'Assisi, Via Torino, Orto Comunale Via Venezia, Cicogna, San Lazzaro di Savena, Bologna, Emilia-Romagna, 40068, Italia","{""coordinates"": [11.405674, 44.465219], ""type"": ""Point""}","San Francesco d'Assisi, Via Torino, Orto Comunale Via Venezia, Cicogna, San Lazzaro di Savena, Bologna, Emilia-Romagna, 40068, Italia",amenity,place_of_worship
146,Teatro Stabile,Teatro Stabile Torino,"['La città è inoltre sede di diverse istituzioni teatrali, tra cui la principale è il Teatro Stabile di Torino, dichiarato Teatro Nazionale:', 'Fondato nel 1955, secondo in Italia dopo il Teatro Stabile di Milano, gestisce le produzioni stagionali del Carignano, del Gobetti e delle Fonderie Limone di Moncalieri.', 'Importante, poi, è il Teatro Gobetti, sede principale del sopracitato Teatro stabile cittadino.']","Teatro Stabile di Torino, Via Giuseppe Verdi, Borgo Nuovo, Circoscrizione 1, Torino, Piemonte, 10124, Italia","{""coordinates"": [7.691557, 45.069197], ""type"": ""Point""}","Teatro Stabile di Torino, Via Giuseppe Verdi, Borgo Nuovo, Circoscrizione 1, Torino, Piemonte, 10124, Italia",amenity,theatre
148,Fonderie Limone di Moncalieri,Fonderie Limone di Moncalieri Torino,"['Fondato nel 1955, secondo in Italia dopo il Teatro Stabile di Milano, gestisce le produzioni stagionali del Carignano, del Gobetti e delle Fonderie Limone di Moncalieri.']","Fonderie Limone Moncalieri, 88, Via Pastrengo, Moncalieri, Torino, Piemonte, 10024, Italia","{""coordinates"": [7.666241, 45.005213], ""type"": ""Point""}","Fonderie Limone Moncalieri, 88, Via Pastrengo, Moncalieri, Torino, Piemonte, 10024, Italia",amenity,theatre
149,Teatro Regio,Teatro Regio Torino,"['Fra i teatri maggiori, con una capienza superiore a 400 posti, vi sono il Teatro Regio, in cui si tenne la prima de La bohème di Puccini, il Teatro Carignano, il Teatro Alfieri e il Teatro Colosseo;', '*Hannah e le sue sorelle. I protagonisti Holly e David si incontrano per la prima volta al Metropolitan Opera di New York mentre è in scena il Manon Lescaut di Giacomo Puccini. Le scene all’interno del Teatro, però, sono state girate al Teatro Regio di Torino.', ""L'ente lirico di Torino è il Teatro Regio, mentre la principale orchestra sinfonica cittadina è l'Orchestra sinfonica nazionale della RAI, che si esibisce all'Auditorium della RAI.""]","Teatro Regio, Via Carlo Alberto, Centro, Circoscrizione 1, Torino, Piemonte, 10123, Italia","{""coordinates"": [7.687956, 45.070592], ""type"": ""Point""}","Teatro Regio, Via Carlo Alberto, Centro, Circoscrizione 1, Torino, Piemonte, 10123, Italia",tourism,attraction
150,Teatro Carignano,Teatro Carignano Torino,"['Fra i teatri maggiori, con una capienza superiore a 400 posti, vi sono il Teatro Regio, in cui si tenne la prima de La bohème di Puccini, il Teatro Carignano, il Teatro Alfieri e il Teatro Colosseo;']","Teatro Carignano, 6, Piazza Carignano, Circoscrizione 1, Torino, Piemonte, 10123, Italia","{""coordinates"": [7.68467, 45.069302], ""type"": ""Point""}","Teatro Carignano, 6, Piazza Carignano, Circoscrizione 1, Torino, Piemonte, 10123, Italia",amenity,theatre
151,Teatro Alfieri,Teatro Alfieri Torino,"['Fra i teatri maggiori, con una capienza superiore a 400 posti, vi sono il Teatro Regio, in cui si tenne la prima de La bohème di Puccini, il Teatro Carignano, il Teatro Alfieri e il Teatro Colosseo;']","Teatro Vittorio Alfieri, 4, Piazza Solferino, Centro, Circoscrizione 1, Torino, Piemonte, 10121, Italia","{""coordinates"": [7.677408, 45.069987], ""type"": ""Point""}","Teatro Vittorio Alfieri, 4, Piazza Solferino, Centro, Circoscrizione 1, Torino, Piemonte, 10121, Italia",amenity,theatre
152,Teatro Colosseo,Teatro Colosseo Torino,"['Fra i teatri maggiori, con una capienza superiore a 400 posti, vi sono il Teatro Regio, in cui si tenne la prima de La bohème di Puccini, il Teatro Carignano, il Teatro Alfieri e il Teatro Colosseo;']","Teatro Colosseo, 71, Via Madama Cristina, San Salvario, Circoscrizione 8, Torino, Piemonte, 10125, Italia","{""coordinates"": [7.67932, 45.052334], ""type"": ""Point""}","Teatro Colosseo, 71, Via Madama Cristina, San Salvario, Circoscrizione 8, Torino, Piemonte, 10125, Italia",amenity,theatre
153,Teatro Gobetti,Teatro Gobetti Torino,"['Importante, poi, è il Teatro Gobetti, sede principale del sopracitato Teatro stabile cittadino.']","Teatro Gobetti, Via Gioachino Rossini, Borgo Nuovo, Circoscrizione 1, Torino, Piemonte, 10124, Italia","{""coordinates"": [7.691213, 45.069273], ""type"": ""Point""}","Teatro Gobetti, Via Gioachino Rossini, Borgo Nuovo, Circoscrizione 1, Torino, Piemonte, 10124, Italia",amenity,theatre
155,Teatro Erba,Teatro Erba Torino,['*Teatro Erba ;'],"Teatro Erba, 241, Corso Moncalieri, Pilonetto, Circoscrizione 8, Cavoretto, Torino, Piemonte, 10133, Italia","{""coordinates"": [7.681958, 45.038297], ""type"": ""Point""}","Teatro Erba, 241, Corso Moncalieri, Pilonetto, Circoscrizione 8, Cavoretto, Torino, Piemonte, 10133, Italia",amenity,theatre
158,Teatro Tangram,Teatro Tangram Torino,['*Teatro Tangram ;'],"Teatro Tangram, 5/C, Via Don Luigi Orione, Polo Nord, Circoscrizione 3, Torino, Piemonte, 10129, Italia","{""coordinates"": [7.654423, 45.058639], ""type"": ""Point""}","Teatro Tangram, 5/C, Via Don Luigi Orione, Polo Nord, Circoscrizione 3, Torino, Piemonte, 10129, Italia",amenity,theatre
159,Teatro Monterosa,Teatro Monterosa Torino,['*Teatro Monterosa ;'],"Teatro Monterosa, Via Brandizzo, Barriera di Milano, Circoscrizione 6, Torino, Piemonte, 10154, Italia","{""coordinates"": [7.700151, 45.091016], ""type"": ""Point""}","Teatro Monterosa, Via Brandizzo, Barriera di Milano, Circoscrizione 6, Torino, Piemonte, 10154, Italia",amenity,theatre
160,Teatro Agnelli,Teatro Agnelli Torino,['*Teatro Agnelli ;'],"Cinema Teatro Agnelli, Via Paolo Sarpi, Borgo Cina, Circoscrizione 2, Torino, Piemonte, 10137, Italia","{""coordinates"": [7.643556, 45.03193], ""type"": ""Point""}","Cinema Teatro Agnelli, Via Paolo Sarpi, Borgo Cina, Circoscrizione 2, Torino, Piemonte, 10137, Italia",amenity,cinema
166,Teatro della Caduta,Teatro della Caduta Torino,['*Teatro della Caduta ;'],"Teatro della Caduta, 24, Via Michele Buniva, Vanchiglia, Circoscrizione 7, Torino, Piemonte, 10124, Italia","{""coordinates"": [7.699714, 45.070754], ""type"": ""Point""}","Teatro della Caduta, 24, Via Michele Buniva, Vanchiglia, Circoscrizione 7, Torino, Piemonte, 10124, Italia",amenity,theatre
167,Teatro Nuovo,Teatro Nuovo Torino,['*Teatro Nuovo .'],"Teatro di Torino, 16, Via Giuseppe Verdi, Borgo Nuovo, Circoscrizione 1, Torino, Piemonte, 10124, Italia","{""coordinates"": [7.692151, 45.068585], ""type"": ""Point""}","Teatro di Torino, 16, Via Giuseppe Verdi, Borgo Nuovo, Circoscrizione 1, Torino, Piemonte, 10124, Italia",building,ruins
172,Teatro del Pilone,Teatro del Pilone Torino,['*Teatro del Pilone ;'],"Alfa Teatro, Via Casalborgone, Vanchiglietta, Circoscrizione 7, Torino, Piemonte, 10153, Italia","{""coordinates"": [7.713856, 45.066786], ""type"": ""Point""}","Alfa Teatro, Via Casalborgone, Vanchiglietta, Circoscrizione 7, Torino, Piemonte, 10153, Italia",amenity,theatre
174,Teatro Crocetta,Teatro Crocetta Torino,['*Teatro Crocetta ;'],"Teatro Vittorio Alfieri, 4, Piazza Solferino, Centro, Circoscrizione 1, Torino, Piemonte, 10121, Italia","{""coordinates"": [7.677408, 45.069987], ""type"": ""Point""}","Teatro Vittorio Alfieri, 4, Piazza Solferino, Centro, Circoscrizione 1, Torino, Piemonte, 10121, Italia",amenity,theatre
175,Teatro Giulia di Barolo,Teatro Giulia di Barolo Torino,['*Teatro Giulia di Barolo ;'],"Teatro Giulia di Barolo, 2bis/B, Piazza Santa Giulia, Vanchiglia, Circoscrizione 7, Torino, Piemonte, 10124, Italia","{""coordinates"": [7.699831, 45.069745], ""type"": ""Point""}","Teatro Giulia di Barolo, 2bis/B, Piazza Santa Giulia, Vanchiglia, Circoscrizione 7, Torino, Piemonte, 10124, Italia",amenity,theatre
177,Casa del Teatro Ragazzi e Giovani,Casa del Teatro Ragazzi e Giovani Torino,['*Casa del Teatro Ragazzi e Giovani .'],"Casa del Teatro Ragazzi e Giovani, Corso Galileo Ferraris, Piazza d'Armi, Circoscrizione 2, Torino, Piemonte, 10134, Italia","{""coordinates"": [7.65347, 45.041418], ""type"": ""Point""}","Casa del Teatro Ragazzi e Giovani, Corso Galileo Ferraris, Piazza d'Armi, Circoscrizione 2, Torino, Piemonte, 10134, Italia",amenity,theatre
178,Teatro San Giuseppe,Teatro San Giuseppe Torino,['*Teatro San Giuseppe ;'],"Cine Teatro Baretti, 4, Via Giuseppe Baretti, San Salvario, Circoscrizione 8, Torino, Piemonte, 10125, Italia","{""coordinates"": [7.679123, 45.058156], ""type"": ""Point""}","Cine Teatro Baretti, 4, Via Giuseppe Baretti, San Salvario, Circoscrizione 8, Torino, Piemonte, 10125, Italia",amenity,theatre
181,Café,Café Torino,['*Café Müller ;'],"Cafe Torino, Baron's Court Road, West Kensington, Hammersmith e Fulham, Londra, Greater London, Inghilterra, W14 9DP, Regno Unito","{""coordinates"": [-0.20708, 51.490081], ""type"": ""Point""}","Cafe Torino, Baron's Court Road, West Kensington, Hammersmith e Fulham, Londra, Greater London, Inghilterra, W14 9DP, Regno Unito",amenity,cafe
184,Circolo Bloom,Circolo Bloom Torino,['*Circolo Bloom ;'],"Circolo Bloom, 13, Via Challant, Borgata Lesna, Circoscrizione 3, Torino, Piemonte, 10142, Italia","{""coordinates"": [7.619419, 45.060835], ""type"": ""Point""}","Circolo Bloom, 13, Via Challant, Borgata Lesna, Circoscrizione 3, Torino, Piemonte, 10142, Italia",amenity,theatre
186,Teatro BellARTE,Teatro BellARTE Torino,['*Teatro BellARTE ;'],"Teatro bellARTE, Via Nicomede Bianchi, Alta Parella, Circoscrizione 4, Torino, Piemonte, 10146, Italia","{""coordinates"": [7.626674, 45.082264], ""type"": ""Point""}","Teatro bellARTE, Via Nicomede Bianchi, Alta Parella, Circoscrizione 4, Torino, Piemonte, 10146, Italia",amenity,theatre
189,"Auditorium ""Gianni Agnelli""","Auditorium ""Gianni Agnelli"" Torino","['*Auditorium ""Gianni Agnelli"" del Lingotto ;']","Auditorium Gianni Agnelli, Pista di Prova del Lingotto, Nizza Millefonti, Circoscrizione 8, Torino, Piemonte, 10134, Italia","{""coordinates"": [7.665068, 45.031496], ""type"": ""Point""}","Auditorium Gianni Agnelli, Pista di Prova del Lingotto, Nizza Millefonti, Circoscrizione 8, Torino, Piemonte, 10134, Italia",amenity,theatre
194,Teatro di Torino,Teatro di Torino,"['Fra questi il Teatro Balbo e il Teatro di Torino, distrutti durante un bombardamento nel 1943, il Teatro Rossini, bruciato in un incendio nel 1941, i teatri Adua, Gianduja, Gerbino e Arena torinese, smantellati, e, infine, il Teatro Nazionale riconvertito a Cinema;']","Teatro di Torino, 16, Via Giuseppe Verdi, Borgo Nuovo, Circoscrizione 1, Torino, Piemonte, 10124, Italia","{""coordinates"": [7.692151, 45.068585], ""type"": ""Point""}","Teatro di Torino, 16, Via Giuseppe Verdi, Borgo Nuovo, Circoscrizione 1, Torino, Piemonte, 10124, Italia",building,ruins
195,Teatro Rossini,Teatro Rossini Torino,"['Fra questi il Teatro Balbo e il Teatro di Torino, distrutti durante un bombardamento nel 1943, il Teatro Rossini, bruciato in un incendio nel 1941, i teatri Adua, Gianduja, Gerbino e Arena torinese, smantellati, e, infine, il Teatro Nazionale riconvertito a Cinema;']","Teatro della Caduta, 24, Via Michele Buniva, Vanchiglia, Circoscrizione 7, Torino, Piemonte, 10124, Italia","{""coordinates"": [7.699714, 45.070754], ""type"": ""Point""}","Teatro della Caduta, 24, Via Michele Buniva, Vanchiglia, Circoscrizione 7, Torino, Piemonte, 10124, Italia",amenity,theatre
196,Adua,Adua Torino,"['*Fra questi il Teatro Balbo e il Teatro di Torino, distrutti durante un bombardamento nel 1943, il Teatro Rossini, bruciato in un incendio nel 1941, i teatri Adua, Gianduja, Gerbino e Arena torinese, smantellati, e, infine, il Teatro Nazionale riconvertito a Cinema;']","Adua, Strada Val Salice, Valsalice, Circoscrizione 8, Torino, Piemonte, 10131, Italia","{""coordinates"": [7.706238, 45.052858], ""type"": ""Point""}","Adua, Strada Val Salice, Valsalice, Circoscrizione 8, Torino, Piemonte, 10131, Italia",highway,bus_stop
197,Gianduja,Gianduja Torino,"['*Fra questi il Teatro Balbo e il Teatro di Torino, distrutti durante un bombardamento nel 1943, il Teatro Rossini, bruciato in un incendio nel 1941, i teatri Adua, Gianduja, Gerbino e Arena torinese, smantellati, e, infine, il Teatro Nazionale riconvertito a Cinema;']","Caffè Wine Gianduja, 3, Via Giacomo Matteotti, San Maurizio Canavese, Torino, Piemonte, 10077, Italia","{""coordinates"": [7.631156, 45.21849], ""type"": ""Point""}","Caffè Wine Gianduja, 3, Via Giacomo Matteotti, San Maurizio Canavese, Torino, Piemonte, 10077, Italia",amenity,cafe
200,Cinema,Cinema Torino,"[""Sede nel 1911 dell'Expo, nel 2006 dei XX Giochi olimpici invernali, dal 2021 (fino ad almeno il 2025) delle ATP Finals e nel 2022 della 66ª edizione dell'Eurovision Song Contest, città natale di alcuni fra i maggiori simboli del Made in Italy nel mondo, tra cui il vermut, i giandujotti, i grissini e il caffè espresso, è il fulcro dell'industria automobilistica italiana, nonché importante centro dell'editoria, del sistema bancario e assicurativo, delle tecnologie dell'informazione, del Cinema, dell'enogastronomia, del settore aerospaziale, del disegno industriale, dello sport, della moda e dell'intelligenza artificiale."", ""Tra i monumenti di Torino più noti anche all'estero sono da citare l'ottocentesca Mole Antonelliana, simbolo incontrastato della città, che ospita il Museo nazionale del Cinema (il principale d'Europa);"", '*Fra questi il Teatro Balbo e il Teatro di Torino, distrutti durante un bombardamento nel 1943, il Teatro Rossini, bruciato in un incendio nel 1941, i teatri Adua, Gianduja, Gerbino e Arena torinese, smantellati, e, infine, il Teatro Nazionale riconvertito a Cinema;', ""La Biblioteca nazionale di Torino e la Biblioteca Reale di proprietà dello Stato, la Biblioteca civica centrale e molte collezioni specializzate come la Biblioteca internazionale di Cinema e fotografia Mario Gromo, la Biblioteca Nazionale del Club Alpino Italiano, la Biblioteca della Fondazione Luigi Einaudi, le biblioteche d'arte della Galleria civica d'arte moderna e contemporanea e dell'Accademia Albertina."", 'Il Centro sperimentale cinematografico appartenente alla Scuola nazionale di Cinema .', ""Vi sono quattro musei nazionali (Museo del Cinema, Museo dell'automobile, Museo della montagna, Museo del Risorgimento) e numerosi altri musei di rilevanza nazionale ed internazionale come il Museo egizio, l'Armeria Reale, ora ricompresa nei Musei Reali, il Museo d'Arte Orientale, il Museo dell'Astronomia e Planetario, il J-Museum a cui si aggiungeva, fino al 2015, il Museo dello sport."", ""Alcuni musei sono stati ampliati e rinnovati negli ultimi anni (ad esempio il Museo del Cinema, il Museo Egizio e il Museo dell'Automobile) o sono in corso di rinnovamento:"", 'Giovanni Pastrone vi girò uno dei primi colossal della storia del Cinema:', ""Nel 1956 venne aperto il Museo nazionale del Cinema, dapprima ospitato a Palazzo Chiablese e poi, dal 2000, nell'imponente sede della Mole Antonelliana."", 'Negli anni ottanta un gruppo di professori universitari e critici cinematografici torinesi diede luogo, con il sostegno degli enti locali, alla rassegna cinematografica Festival Cinema Giovani che dal 1997 assunse la denominazione di Torino Film Festival, conquistandosi un punto di riferimento a livello internazionale specialmente per il Cinema sperimentale, secondo in Italia soltanto allo storico Festival di Venezia.', ""A Torino si svolgono il Torino Gay & Lesbian Film Festival, il Festival Internazionale Cinema delle Donne, il Sottodiciotto Filmfestival legato ai temi dell'adolescenza, CinemAmbiente, la VIEW Conference (in precedenza Virtuality, manifestazione interamente dedicata alla realtà virtuale) e il Piemonte Movie-gLocal Film Festival, dedicato alla cinematografia regionale."", ""Sono nati a Torino il primo Cinema d'essai italiano (il Romano nella Galleria Subalpina, nel 1971), la principale associazione cinematografica nazionale (l'Aiace Torino) e la prima multisala del Paese (l'Eliseo, nel 1983)."", 'Nel 2007 è stata fondata a Torino la casa di distribuzione cinematografica italiana Movies Inspired, con sede legale (dal 2014) nello storico Cinema Classico (già Impero - Vittorio Veneto - Empire).', '""VIEW Conference"": evento internazionale incentrato sulla computer grafica, le tecniche interattive, il Cinema digitale, l\'animazione 2D/3D, i videogiochi e gli effetti visivi. Si tiene ogni anno al Centro Congressi ""Torino Incontra"" durante la stagione autunnale.', 'VIEWFest.: il Festival del Cinema Digitale organizzato da VIEW Conference, si svolge annualmente al Cinema Massimo.', '""Cinema a Palazzo Reale"". Arena estiva dedicata ai classici del Cinema che si svolge ogni anno, dal 2012, nel Cortile d\'Onore di Palazzo Reale.', ""Culla del Cinema italiano, grazie all'associazione Torino Film Commission, la città è diventata un'apprezzata quinta per l'ambientazione e la produzione di film, pubblicità e video musicali."", ""All'interno della Mole è ospitato il Museo nazionale del Cinema.""]","Cinema loft, Via degli Artisti, Vanchiglia, Circoscrizione 7, Torino, Piemonte, 10124, Italia","{""coordinates"": [7.697104, 45.069239], ""type"": ""Point""}","Cinema loft, Via degli Artisti, Vanchiglia, Circoscrizione 7, Torino, Piemonte, 10124, Italia",tourism,apartment
