regione Piemonte,"Regione Piemonte, Via Palazzo di Città, Centro, Circoscrizione 1, Torino, Piemonte, 10122, Italia",emergency,defibrillator,0.2101,"/toˈrino/ , ; Turin in piemontese [tyˈriŋ] , ) è un comune italiano di 844 056 abitanti (al 31 agosto 2022), quarto comune italiano per popolazione e capoluogo della regione Piemonte e dell'omonima città metropolitana. Cuore di un'area metropolitana che conta circa 1,7 milioni di abitanti, Torino è il terzo complesso economico-produttivo del Paese (insieme a Milano e Genova componeva il triangolo industriale negli anni del boom economico) e costituisce uno dei maggiori poli universitari, artistici, turistici, scientifici e culturali d'Italia."
Corso Novara,"Corso Novara, Molino del Conte, Cassolnovo, Pavia, Lombardia, 27023, Italia",highway,secondary,0.3,"Amedeo di Castellamonte (Cappella della Sacra Sindone, Basilica del Corpus Domini) Carlo di Castellamonte (Cappella della Sacra Sindone, Chiesa di Santa Cristina) Andrea Costaguta (Chiesa di San Francesco da Paola, Chiesa di Santa Teresa) Guarino Guarini (Cappella della Sacra Sindone, Santuario della Consolata, Chiesa di San Lorenzo) Filippo Juvarra (Basilica di Superga, Chiesa di San Filippo Neri, Santuario della Consolata, Chiesa di Santa Cristina, Chiesa della Madonna del Carmine) Filippo Giovanni Battista Nicolis di Robilant (Chiesa di Santa Pelagia, Chiesa della Misericordia) Bernardo Antonio Vittone (Chiesa della Santissima Annunziata, Chiesa di Santa Maria di Piazza, Chiesa di San Francesco d'Assisi, Chiesa di Santa Chiara, Cappella Anselmetti) Ascanio Vittozzi (Basilica del Corpus Domini, Chiesa della Santissima Trinità) Pietro Bonvicini (Chiesa di San Michele Arcangelo) Giuseppe e Bartolomeo Gallo (Chiesa di Gesù Nazareno, Chiesa di San Bernardino da Siena) Nicola Mosso (Chiesa del Gesù Redentore) Cimitero Monumentale (già Cimitero Generale): sito in Corso Novara, 135 (quartiere Regio Parco), è il primo cimitero di Torino per dimensioni; contiene anche un Tempio Crematorio e un Cimitero giudaico;"
Tempio Crematorio,"Tempio crematorio, Piazzale Carlo Tancredi Falletti Di Barolo, Rossini, Circoscrizione 7, Torino, Piemonte, 10153, Italia",amenity,crematorium,0.2001,"sito in Corso Novara, 135 (quartiere Regio Parco), è il primo cimitero di Torino per dimensioni; contiene anche un Tempio Crematorio e un Cimitero giudaico; vi sono numerosi monumenti funebri di personaggi famosi e di pregevole fattura Cimitero Parco (detto anche ""cimitero del Gerbido""):"
Cimitero Parco,"Cimitero Parco, Circoscrizione 2, Torino, Piemonte, Italia",landuse,cemetery,0.39999999999999997,"contiene anche un Tempio Crematorio e un Cimitero giudaico; vi sono numerosi monumenti funebri di personaggi famosi e di pregevole fattura Cimitero Parco (detto anche ""cimitero del Gerbido""): costruito nel 1972 nella zona all'estremo sud di Torino, è il secondo cimitero di Torino per dimensioni Cimitero di Mirafiori:"
Cimitero di Mirafiori,"Cimitero di Mirafiori, Cime Bianche, Circoscrizione 2, Torino, Piemonte, Italia",landuse,cemetery,0.5,"vi sono numerosi monumenti funebri di personaggi famosi e di pregevole fattura Cimitero Parco (detto anche ""cimitero del Gerbido""): costruito nel 1972 nella zona all'estremo sud di Torino, è il secondo cimitero di Torino per dimensioni Cimitero di Mirafiori: piccolo cimitero sito in corso Unione Sovietica 650, nella zona Sud di Torino Cimitero di Sassi:"
Unione Sovietica,"Unione Sovietica, Corso Lepanto, Piazza d'Armi, Circoscrizione 2, Torino, Piemonte, 10129, Italia",highway,bus_stop,0.2001,"costruito nel 1972 nella zona all'estremo sud di Torino, è il secondo cimitero di Torino per dimensioni Cimitero di Mirafiori: piccolo cimitero sito in corso Unione Sovietica 650, nella zona Sud di Torino Cimitero di Sassi: sito nell'omonima strada al n. 24 Cimitero di Cavoretto:"
Unione Sovietica,"Unione Sovietica, Corso Lepanto, Piazza d'Armi, Circoscrizione 2, Torino, Piemonte, 10129, Italia",highway,bus_stop,0.2001,"Cimitero del Lingotto: era sito in via Passo Buole, circa a metà strada fra le vie Pio VII e corso Unione Sovietica. Già inattivo da prima della seconda guerra mondiale, il terreno su cui sorgeva è oggi occupato dal parco Di Vittorio."
Torino Cimitero di Sassi,"Cimitero di Sassi, Borgata Rosa, Circoscrizione 7, Sassi, Torino, Piemonte, Italia",landuse,cemetery,0.6199999999999999,"costruito nel 1972 nella zona all'estremo sud di Torino, è il secondo cimitero di Torino per dimensioni Cimitero di Mirafiori: piccolo cimitero sito in corso Unione Sovietica 650, nella zona Sud di Torino Cimitero di Sassi: sito nell'omonima strada al n. 24 Cimitero di Cavoretto:"
Cimitero di Cavoretto,"Cimitero di Cavoretto, Nizza Millefonti, Circoscrizione 8, Cavoretto, Torino, Piemonte, Italia",landuse,cemetery,0.51,"piccolo cimitero sito in corso Unione Sovietica 650, nella zona Sud di Torino Cimitero di Sassi: sito nell'omonima strada al n. 24 Cimitero di Cavoretto: sito nell'omonimo borgo collinare Cimitero di Abbadia di Stura:"
Cimitero di Abbadia di Stura,"Cimitero dell'Abbadia di Stura, Circoscrizione 6, Torino, Piemonte, Italia",landuse,cemetery,0.7,"sito nell'omonima strada al n. 24 Cimitero di Cavoretto: sito nell'omonimo borgo collinare Cimitero di Abbadia di Stura: sito in Strada di Settimo 307, nella zona nord Erano inoltre presenti in Torino i cimiteri, ora non più in uso:"
Cimitero di San Pietro in Vincoli,"Cimitero di San Pietro in Vincoli, San Pietro in Vincoli, Ravenna, Emilia-Romagna, Italia",landuse,cemetery,0.8,"sito in Strada di Settimo 307, nella zona nord Erano inoltre presenti in Torino i cimiteri, ora non più in uso: Cimitero di San Pietro in Vincoli: sito nell'omonima via del borgo Aurora, fu il primo cimitero della città, costruito nel 1777 sui disegni dell'architetto Francesco Valeriano Dellala di Beinasco, a seguito del decreto del re Vittorio Amedeo III, che vietava l'inumazione dei defunti nelle chiese."
Cimitero del Lingotto,"Cimitero di Cavoretto, Nizza Millefonti, Circoscrizione 8, Cavoretto, Torino, Piemonte, Italia",landuse,cemetery,0.29999999999999993,"Oggi è utilizzato come sede per eventi artistici e culturali. Cimitero del Lingotto: era sito in via Passo Buole, circa a metà strada fra le vie Pio VII e corso Unione Sovietica."
Passo Buole,"Passo Buole, Via Pio VII, Lingotto, Circoscrizione 8, Torino, Piemonte, 10127, Italia",highway,bus_stop,0.2001,"Cimitero del Lingotto: era sito in via Passo Buole, circa a metà strada fra le vie Pio VII e corso Unione Sovietica. Già inattivo da prima della seconda guerra mondiale, il terreno su cui sorgeva è oggi occupato dal parco Di Vittorio."
parco Di Vittorio,"Parco Cavalieri di Vittorio Veneto, Circoscrizione 2, Torino, Piemonte, Italia",leisure,park,0.6179649565859213,"era sito in via Passo Buole, circa a metà strada fra le vie Pio VII e corso Unione Sovietica. Già inattivo da prima della seconda guerra mondiale, il terreno su cui sorgeva è oggi occupato dal parco Di Vittorio. Cimitero di Madonna di Campagna:"
Cimitero di Madonna di Campagna,"Cimitero di Arnate, Villaggio Sant'Andrea, Gallarate, Varese, Lombardia, Italia",landuse,cemetery,0.5,"Già inattivo da prima della seconda guerra mondiale, il terreno su cui sorgeva è oggi occupato dal parco Di Vittorio. Cimitero di Madonna di Campagna: nel quartiere omonimo, dove ora ci sono i giardini e la piscina di via Sospello."
Cimitero di Lucento,"Cimitero Comunale di Venaria Reale, Viale Giordano Bruno, Altessano, Venaria Reale, Torino, Piemonte, 10078, Italia",amenity,grave_yard,0.2001,"nel quartiere omonimo, dove ora ci sono i giardini e la piscina di via Sospello. Cimitero di Lucento: nel quartiere omonimo, si trovava nell'isolato tra via Pianezza e via Valdellatorre, appena ad ovest di corso Lombardia."
Valdellatorre,"Valdellatorre, Corso Potenza, Lucento, Circoscrizione 5, Torino, Piemonte, 10149, Italia",highway,bus_stop,0.11010000000000002,"Cimitero di Lucento: nel quartiere omonimo, si trovava nell'isolato tra via Pianezza e via Valdellatorre, appena ad ovest di corso Lombardia. Al suo posto ci sono dei campi sportivi."
Cimitero di Pozzo,"Cimitero Comunale di Alpette, Pian dei Ronchi, Alpette, Torino, Piemonte, Italia",landuse,cemetery,0.39999999999999997,"Al suo posto ci sono dei campi sportivi. Cimitero di Pozzo Strada: sul cui sito adesso c'è la Piscina Trecate, era in uso fino agli anni'50."
Cimitero della Rocca,"Cimitero di Borno, Calamè, Borno, Comunità montana della valle Camonica, Brescia, Lombardia, Italia",landuse,cemetery,0.39999999999999997,"Durante la Seconda Guerra Mondiale è stato bombardato. Cimitero della Rocca o di San Lazzaro: Costruito poco dopo quello di San Pietro in Vincoli per gli stessi motivi, fu chiuso anch'esso nel 1829, per lasciar posto a un nuovo borgo."
Teatro Stabile,"Teatro Nuovo, 10, Piazza Francesco Viviani, Veronetta, Centro Storico, Verona, Veneto, 37121, Italia",amenity,theatre,0.2746177363283244,"Torino può oggi vantare una grande varietà di teatri e sale di rappresentazione. La città è inoltre sede di diverse istituzioni teatrali, tra cui la principale è il Teatro Stabile di Torino, dichiarato Teatro Nazionale: fondato nel 1955, secondo in Italia dopo il Teatro Stabile di Milano, gestisce le produzioni stagionali del Carignano, del Gobetti e delle Fonderie Limone di Moncalieri."
Teatro Stabile,"Teatro Nuovo, 10, Piazza Francesco Viviani, Veronetta, Centro Storico, Verona, Veneto, 37121, Italia",amenity,theatre,0.2746177363283244,"La città è inoltre sede di diverse istituzioni teatrali, tra cui la principale è il Teatro Stabile di Torino, dichiarato Teatro Nazionale: fondato nel 1955, secondo in Italia dopo il Teatro Stabile di Milano, gestisce le produzioni stagionali del Carignano, del Gobetti e delle Fonderie Limone di Moncalieri. Fra i teatri maggiori, con una capienza superiore a 400 posti, vi sono il teatro Regio, in cui si tenne la prima de La bohème di Puccini, il teatro Carignano, il teatro Alfieri e il teatro Colosseo; importante, poi, è il teatro Gobetti, sede principale del sopracitato teatro stabile cittadino."
Teatro Nazionale,"Teatro Nazionale, 1, Via Giovanni Rota, Washington, Municipio 7, Milano, Lombardia, 20145, Italia",amenity,theatre,0.49952189898097166,"Torino può oggi vantare una grande varietà di teatri e sale di rappresentazione. La città è inoltre sede di diverse istituzioni teatrali, tra cui la principale è il Teatro Stabile di Torino, dichiarato Teatro Nazionale: fondato nel 1955, secondo in Italia dopo il Teatro Stabile di Milano, gestisce le produzioni stagionali del Carignano, del Gobetti e delle Fonderie Limone di Moncalieri."
Regio,"Regio, St.Johanns-Parkweg, St. Johann, Basel, Basel-Stadt, 4031, Schweiz/Suisse/Svizzera/Svizra",tourism,artwork,0.11010000000000002,"fondato nel 1955, secondo in Italia dopo il Teatro Stabile di Milano, gestisce le produzioni stagionali del Carignano, del Gobetti e delle Fonderie Limone di Moncalieri. Fra i teatri maggiori, con una capienza superiore a 400 posti, vi sono il teatro Regio, in cui si tenne la prima de La bohème di Puccini, il teatro Carignano, il teatro Alfieri e il teatro Colosseo; importante, poi, è il teatro Gobetti, sede principale del sopracitato teatro stabile cittadino. Altre sale teatrali minori comprendono Vi sono inoltre diversi auditorium:"
Colosseo,"Colosseo, Nasino, Savona, Liguria, Italia",natural,cliff,0.30999999999999994,"fondato nel 1955, secondo in Italia dopo il Teatro Stabile di Milano, gestisce le produzioni stagionali del Carignano, del Gobetti e delle Fonderie Limone di Moncalieri. Fra i teatri maggiori, con una capienza superiore a 400 posti, vi sono il teatro Regio, in cui si tenne la prima de La bohème di Puccini, il teatro Carignano, il teatro Alfieri e il teatro Colosseo; importante, poi, è il teatro Gobetti, sede principale del sopracitato teatro stabile cittadino. Altre sale teatrali minori comprendono Vi sono inoltre diversi auditorium:"
Auditorium Rai,"Auditorium Rai, Corso San Maurizio, Borgo Nuovo, Circoscrizione 1, Torino, Piemonte, 10124, Italia",railway,tram_stop,0.2001,"Altre sale teatrali minori comprendono Vi sono inoltre diversi auditorium: Auditorium Rai ""Arturo Toscanini"", sede dell'Orchestra sinfonica nazionale della RAI Auditorium ""Gianni Agnelli"" del Lingotto Auditorium Intesa-Sanpaolo (interno dell'omonimo grattacielo) Auditorium ""Vivaldi"" (Biblioteca Nazionale) Educatorio della Provvidenza - Auditorium Orpheus Diversi edifici teatrali sono andati distrutti o caduti in disuso. Fra questi il teatro Balbo e il teatro di Torino, distrutti durante un bombardamento nel 1943, il teatro Rossini, bruciato in un incendio nel 1941, i teatri Adua, Gianduja, Gerbino e Arena torinese, smantellati, e, infine, il teatro Nazionale riconvertito a cinema;"
"Auditorium ""Vivaldi""","Auditorium Vivaldi, 1, Via Monte Oro, Borgo Isola, San Giuseppe, Cassola, Vicenza, Veneto, 36022, Italia",amenity,theatre,0.2001,"Altre sale teatrali minori comprendono Vi sono inoltre diversi auditorium: Auditorium Rai ""Arturo Toscanini"", sede dell'Orchestra sinfonica nazionale della RAI Auditorium ""Gianni Agnelli"" del Lingotto Auditorium Intesa-Sanpaolo (interno dell'omonimo grattacielo) Auditorium ""Vivaldi"" (Biblioteca Nazionale) Educatorio della Provvidenza - Auditorium Orpheus Diversi edifici teatrali sono andati distrutti o caduti in disuso. Fra questi il teatro Balbo e il teatro di Torino, distrutti durante un bombardamento nel 1943, il teatro Rossini, bruciato in un incendio nel 1941, i teatri Adua, Gianduja, Gerbino e Arena torinese, smantellati, e, infine, il teatro Nazionale riconvertito a cinema;"
Biblioteca Nazionale,"Biblioteca Nazionale, Piazza Carlo Alberto, Centro, Circoscrizione 1, Torino, Piemonte, 10123, Italia",tourism,attraction,0.2001,"Altre sale teatrali minori comprendono Vi sono inoltre diversi auditorium: Auditorium Rai ""Arturo Toscanini"", sede dell'Orchestra sinfonica nazionale della RAI Auditorium ""Gianni Agnelli"" del Lingotto Auditorium Intesa-Sanpaolo (interno dell'omonimo grattacielo) Auditorium ""Vivaldi"" (Biblioteca Nazionale) Educatorio della Provvidenza - Auditorium Orpheus Diversi edifici teatrali sono andati distrutti o caduti in disuso. Fra questi il teatro Balbo e il teatro di Torino, distrutti durante un bombardamento nel 1943, il teatro Rossini, bruciato in un incendio nel 1941, i teatri Adua, Gianduja, Gerbino e Arena torinese, smantellati, e, infine, il teatro Nazionale riconvertito a cinema;"
teatro Rossini,"Teatro Rossini, Vicolo del Teatro, Lugo, Unione dei comuni della Bassa Romagna, Ravenna, Emilia-Romagna, 48022, Italia",amenity,theatre,0.39838704036871175,"Auditorium Rai ""Arturo Toscanini"", sede dell'Orchestra sinfonica nazionale della RAI Auditorium ""Gianni Agnelli"" del Lingotto Auditorium Intesa-Sanpaolo (interno dell'omonimo grattacielo) Auditorium ""Vivaldi"" (Biblioteca Nazionale) Educatorio della Provvidenza - Auditorium Orpheus Diversi edifici teatrali sono andati distrutti o caduti in disuso. Fra questi il teatro Balbo e il teatro di Torino, distrutti durante un bombardamento nel 1943, il teatro Rossini, bruciato in un incendio nel 1941, i teatri Adua, Gianduja, Gerbino e Arena torinese, smantellati, e, infine, il teatro Nazionale riconvertito a cinema; inoltre v'è una sala teatrale, oggi in disuso, nell'edificio storico della Cavallerizza Reale."
Gianduja,"Caffè Wine Gianduja, 3, Via Giacomo Matteotti, San Maurizio Canavese, Torino, Piemonte, 10077, Italia",amenity,cafe,0.10010000000000001,"Auditorium Rai ""Arturo Toscanini"", sede dell'Orchestra sinfonica nazionale della RAI Auditorium ""Gianni Agnelli"" del Lingotto Auditorium Intesa-Sanpaolo (interno dell'omonimo grattacielo) Auditorium ""Vivaldi"" (Biblioteca Nazionale) Educatorio della Provvidenza - Auditorium Orpheus Diversi edifici teatrali sono andati distrutti o caduti in disuso. Fra questi il teatro Balbo e il teatro di Torino, distrutti durante un bombardamento nel 1943, il teatro Rossini, bruciato in un incendio nel 1941, i teatri Adua, Gianduja, Gerbino e Arena torinese, smantellati, e, infine, il teatro Nazionale riconvertito a cinema; inoltre v'è una sala teatrale, oggi in disuso, nell'edificio storico della Cavallerizza Reale."
Cavallerizza Reale,"Cavallerizza Reale, Via Giuseppe Verdi, Borgo Nuovo, Circoscrizione 1, Torino, Piemonte, 10123, Italia",tourism,attraction,0.2001,"Fra questi il teatro Balbo e il teatro di Torino, distrutti durante un bombardamento nel 1943, il teatro Rossini, bruciato in un incendio nel 1941, i teatri Adua, Gianduja, Gerbino e Arena torinese, smantellati, e, infine, il teatro Nazionale riconvertito a cinema; inoltre v'è una sala teatrale, oggi in disuso, nell'edificio storico della Cavallerizza Reale. A Torino sono presenti 49 mercati rionali."
Piazza Benefica,"Giardino Luigi Martini, Cit Turin, Circoscrizione 3, Torino, Piemonte, Italia",leisure,park,0.15000000000000002,"Sebbene non sia la città che ne ospita il maggior numero, il record è tuttavia costituito dal fatto che sono fissi, aperti tutti i giorni e dislocati in tutti i quartieri. I più importanti per ampiezza e giro d'affari si svolgono in Piazza Benefica, in Corso Alcide De Gasperi, in via Onorato Vigliani, in corso Svizzera, in Corso Racconigi e in piazza Barcellona. Il mercato più famoso è Porta Palazzo ( Pòrta Pila in Lingua piemontese), che è il mercato all'aperto più grande d'Europa."
Piazza Benefica,"Giardino Luigi Martini, Cit Turin, Circoscrizione 3, Torino, Piemonte, Italia",leisure,park,0.15000000000000002,"Ogni sabato nei pressi si tiene il Balon, un grande mercato all'aperto dell'usato, che la seconda domenica di ogni mese diventa Gran Balon , in cui si vendono anche oggetti di antiquariato. Nel 2011 il regista torinese Daniele Gaglianone ha realizzato il film documentario Uomini e mercati centrato sui mercati di Porta Palazzo, Piazza Benefica e Corso Spezia. In contrasto ad una prima impressione della zona centrale e ai vecchi pregiudizi sulla città grigia e industriale, Torino è una delle città italiane con più verde pubblico per abitante."
Corso Alcide De Gasperi,"Corso Alcide De Gasperi, Vigevano, Pavia, Lombardia, 27029, Italia",highway,secondary,0.5,"Sebbene non sia la città che ne ospita il maggior numero, il record è tuttavia costituito dal fatto che sono fissi, aperti tutti i giorni e dislocati in tutti i quartieri. I più importanti per ampiezza e giro d'affari si svolgono in Piazza Benefica, in Corso Alcide De Gasperi, in via Onorato Vigliani, in corso Svizzera, in Corso Racconigi e in piazza Barcellona. Il mercato più famoso è Porta Palazzo ( Pòrta Pila in Lingua piemontese), che è il mercato all'aperto più grande d'Europa."
Corso Racconigi,"Corso Racconigi, Cenisia, Circoscrizione 3, Torino, Piemonte, 10139, Italia",highway,tertiary,0.3,"Sebbene non sia la città che ne ospita il maggior numero, il record è tuttavia costituito dal fatto che sono fissi, aperti tutti i giorni e dislocati in tutti i quartieri. I più importanti per ampiezza e giro d'affari si svolgono in Piazza Benefica, in Corso Alcide De Gasperi, in via Onorato Vigliani, in corso Svizzera, in Corso Racconigi e in piazza Barcellona. Il mercato più famoso è Porta Palazzo ( Pòrta Pila in Lingua piemontese), che è il mercato all'aperto più grande d'Europa."
